updated,text,created,uri,guid,user,id,links.json,links.html,links.incontext
2018-12-21T12:30:59Z,"Certainly it can, but I wouldn't ever recommend people use NHST unless they are very clear on the Fisherian and N/P schools of thought, and know what their results can (and cannot) say. My issue is that the scenario you mention is very complicated with NHST because you don't know the reason for either the sig. result or the non sig. result. ",2018-12-21T12:30:59Z,https://psyarxiv.com/h7js8,h7js8,acct:smfield@hypothes.is,RaRfAAUcEemUyBN1Kx7i1w,https://hypothes.is/api/annotations/RaRfAAUcEemUyBN1Kx7i1w,https://hypothes.is/a/RaRfAAUcEemUyBN1Kx7i1w,https://hyp.is/5Oo5AgSXEemtcxNoknHohw/psyarxiv.com/h7js8
2018-12-20T20:57:03Z,"I am not sure I agree that the goal of the full evaluation procedure is speed. I would rather make the point that, given that it does take a long time to properly assess the value of replicating a particular original study, your Bayes factor filter approach allows researchers to target their qualitative evaluations more strategically. 

However, I would be very curious to see any time estimates you may have. Do you have a ball-park for how much time the total assessment process for the example in this paper took?",2018-12-20T20:57:03Z,https://psyarxiv.com/h7js8,h7js8,acct:pedermisager@hypothes.is,zcPocASZEemBgB-VSE6_Pw,https://hypothes.is/api/annotations/zcPocASZEemBgB-VSE6_Pw,https://hypothes.is/a/zcPocASZEemBgB-VSE6_Pw,https://hyp.is/zcPocASZEemBgB-VSE6_Pw/psyarxiv.com/h7js8
2018-12-20T20:56:02Z,"On the other hand, supplementary materials (which could be posted on open repositories) or submission of meta-data to services like Curate Science, should still be a viable strategy in this case, no?",2018-12-20T20:56:02Z,https://psyarxiv.com/h7js8,h7js8,acct:pedermisager@hypothes.is,qQQA2ASZEem7cBOnXmGAWw,https://hypothes.is/api/annotations/qQQA2ASZEem7cBOnXmGAWw,https://hypothes.is/a/qQQA2ASZEem7cBOnXmGAWw,https://hyp.is/qQQA2ASZEem7cBOnXmGAWw/psyarxiv.com/h7js8
2018-12-20T20:55:02Z,"I miss a critical discussion of the ability of article 12's study design to adequately address the substantive hypothesis of interest, before this conclusion is reached. If what we are interested in is the experience of recognition of God's existence on risk taking *behavior*, then is a priming paradigm with a self-report outcome really the design we should invest resources in replicating? I do not have a definite answer, but I think such considerations should be part of the reflection on study methodology.",2018-12-20T20:55:02Z,https://psyarxiv.com/h7js8,h7js8,acct:pedermisager@hypothes.is,hSie7gSZEem-gItGnfv5Fg,https://hypothes.is/api/annotations/hSie7gSZEem-gItGnfv5Fg,https://hypothes.is/a/hSie7gSZEem-gItGnfv5Fg,https://hyp.is/hSie7gSZEem-gItGnfv5Fg/psyarxiv.com/h7js8
2018-12-20T20:51:36Z,"Given the p values reported for these effects, is it perhaps also possible to criticize the test outcomes based on p-curve logic? (i.e. probability of getting three p-s between .05 and .01 is low).",2018-12-20T20:51:36Z,https://psyarxiv.com/h7js8,h7js8,acct:pedermisager@hypothes.is,ClygogSZEem4ENe9_AGeZg,https://hypothes.is/api/annotations/ClygogSZEem4ENe9_AGeZg,https://hypothes.is/a/ClygogSZEem4ENe9_AGeZg,https://hyp.is/ClygogSZEem4ENe9_AGeZg/psyarxiv.com/h7js8
2018-12-20T20:46:05Z,Perhaps directly cite these studies directly in the text? Would make it easier for me to look them up while reading. ,2018-12-20T20:46:05Z,https://psyarxiv.com/h7js8,h7js8,acct:pedermisager@hypothes.is,RT-3RgSYEemQdNfEEjZkJw,https://hypothes.is/api/annotations/RT-3RgSYEemQdNfEEjZkJw,https://hypothes.is/a/RT-3RgSYEemQdNfEEjZkJw,https://hyp.is/RT-3RgSYEemQdNfEEjZkJw/psyarxiv.com/h7js8
2018-12-20T20:45:24Z,doesn't the need for further (close) replication depend on the conclusiveness of the existing replication?,2018-12-20T20:45:24Z,https://psyarxiv.com/h7js8,h7js8,acct:pedermisager@hypothes.is,LPE0xgSYEem7brO2RiWWfw,https://hypothes.is/api/annotations/LPE0xgSYEem7brO2RiWWfw,https://hypothes.is/a/LPE0xgSYEem7brO2RiWWfw,https://hyp.is/LPE0xgSYEem7brO2RiWWfw/psyarxiv.com/h7js8
2018-12-20T20:43:23Z,"Could the focus on significant results sometimes lead one astray? E.g. what happens in cases where one important result is non-significant and one important result is highly significant, and both bear on the same hypothesis. ",2018-12-20T20:43:23Z,https://psyarxiv.com/h7js8,h7js8,acct:pedermisager@hypothes.is,5Oo5AgSXEemtcxNoknHohw,https://hypothes.is/api/annotations/5Oo5AgSXEemtcxNoknHohw,https://hypothes.is/a/5Oo5AgSXEemtcxNoknHohw,https://hyp.is/5Oo5AgSXEemtcxNoknHohw/psyarxiv.com/h7js8
2018-12-20T20:41:48Z,Do you mean 4a through 4c? ,2018-12-20T20:41:48Z,https://psyarxiv.com/h7js8,h7js8,acct:pedermisager@hypothes.is,q-QxWASXEemPWhvWam8QGQ,https://hypothes.is/api/annotations/q-QxWASXEemPWhvWam8QGQ,https://hypothes.is/a/q-QxWASXEemPWhvWam8QGQ,https://hyp.is/q-QxWASXEemPWhvWam8QGQ/psyarxiv.com/h7js8
2018-12-20T20:40:20Z,"I think there is something grammatically strange about this sentence. I am not sure what ""all"" is referring to.",2018-12-20T20:40:20Z,https://psyarxiv.com/h7js8,h7js8,acct:pedermisager@hypothes.is,d6VexgSXEemAOlue1QbhQg,https://hypothes.is/api/annotations/d6VexgSXEemAOlue1QbhQg,https://hypothes.is/a/d6VexgSXEemAOlue1QbhQg,https://hyp.is/d6VexgSXEemAOlue1QbhQg/psyarxiv.com/h7js8
2018-12-20T13:48:37Z,The discussion of replication taxonomy as a continuum by LeBel et al. may be of relevance to this paragraph. See for example: http://dx.doi.org/10.1037/pspi0000106,2018-12-20T13:48:37Z,https://psyarxiv.com/h7js8,h7js8,acct:pedermisager@hypothes.is,868-NgRdEem4i5u1Qwm1-w,https://hypothes.is/api/annotations/868-NgRdEem4i5u1Qwm1-w,https://hypothes.is/a/868-NgRdEem4i5u1Qwm1-w,https://hyp.is/868-NgRdEem4i5u1Qwm1-w/psyarxiv.com/h7js8
2018-12-20T13:44:45Z,"[Kuhberger's commentary](https://doi.org/10.31234/osf.io/wuh8t) to Zwaan, Lucas and Donnellan (2017) may be of relevance to this argument: ",2018-12-20T13:44:45Z,https://psyarxiv.com/h7js8,h7js8,acct:pedermisager@hypothes.is,aQcuTARdEemmE0PtKRgvqw,https://hypothes.is/api/annotations/aQcuTARdEemmE0PtKRgvqw,https://hypothes.is/a/aQcuTARdEemmE0PtKRgvqw,https://hyp.is/aQcuTARdEemmE0PtKRgvqw/psyarxiv.com/h7js8
2018-12-20T13:38:35Z,"It is not clear to me why this should be a criterion. According to your own introductory explanations, it seems to me that it would be equally interesting, if not more, to inspect claims of non-existence of an effect based on a non-significant NHST. Am I overlooking something here? ",2018-12-20T13:38:35Z,https://psyarxiv.com/h7js8,h7js8,acct:pedermisager@hypothes.is,jIX30gRcEemd3OOAhmKG8Q,https://hypothes.is/api/annotations/jIX30gRcEemd3OOAhmKG8Q,https://hypothes.is/a/jIX30gRcEemd3OOAhmKG8Q,https://hyp.is/jIX30gRcEemd3OOAhmKG8Q/psyarxiv.com/h7js8
2018-12-20T13:29:46Z,"suggestion: ""from *the*"" ",2018-12-20T13:29:46Z,https://psyarxiv.com/h7js8,h7js8,acct:pedermisager@hypothes.is,Ua21GgRbEemHDDcKQPb68g,https://hypothes.is/api/annotations/Ua21GgRbEemHDDcKQPb68g,https://hypothes.is/a/Ua21GgRbEemHDDcKQPb68g,https://hyp.is/Ua21GgRbEemHDDcKQPb68g/psyarxiv.com/h7js8
2018-12-20T13:28:51Z,"suggestion: ""... 2016 *issues of the journal* Psychological Science...""",2018-12-20T13:28:51Z,https://psyarxiv.com/h7js8,h7js8,acct:pedermisager@hypothes.is,MMhf5ARbEemYRXNPB1wKlg,https://hypothes.is/api/annotations/MMhf5ARbEemYRXNPB1wKlg,https://hypothes.is/a/MMhf5ARbEemYRXNPB1wKlg,https://hyp.is/MMhf5ARbEemYRXNPB1wKlg/psyarxiv.com/h7js8
2018-12-20T13:16:19Z,Maybe cite with last name and an opinion piece/editorial? E.g. [his 2013 Cortex editorial](http://dx.doi.org/10.1016/j.cortex.2012.12.016)  ,2018-12-20T13:16:19Z,https://psyarxiv.com/h7js8,h7js8,acct:pedermisager@hypothes.is,cHFSugRZEemXtB_L557fpw,https://hypothes.is/api/annotations/cHFSugRZEemXtB_L557fpw,https://hypothes.is/a/cHFSugRZEemXtB_L557fpw,https://hyp.is/cHFSugRZEemXtB_L557fpw/psyarxiv.com/h7js8
2018-12-20T13:04:04Z,"I think it might be helpful to state what the prior and alternative hypothesis is for this example, since these parameters partly determine the Bayes factor, and they also contribute to differences between conclusions drawn about evidence from p-values vs Bayes factors.",2018-12-20T13:04:04Z,https://psyarxiv.com/h7js8,h7js8,acct:pedermisager@hypothes.is,uk2sHgRXEemYQJcaEGpgSA,https://hypothes.is/api/annotations/uk2sHgRXEemYQJcaEGpgSA,https://hypothes.is/a/uk2sHgRXEemYQJcaEGpgSA,https://hyp.is/uk2sHgRXEemYQJcaEGpgSA/psyarxiv.com/h7js8
2018-12-20T12:20:20Z,Missing first half of sentence.,2018-12-20T12:20:20Z,https://psyarxiv.com/h7js8,h7js8,acct:pedermisager@hypothes.is,niBY7gRREemcNz-mmrlnIg,https://hypothes.is/api/annotations/niBY7gRREemcNz-mmrlnIg,https://hypothes.is/a/niBY7gRREemcNz-mmrlnIg,https://hyp.is/niBY7gRREemcNz-mmrlnIg/psyarxiv.com/h7js8
2018-12-16T00:50:55Z,"Possibly this is phrased a bit too simplistically. Especially the efforts of the more vulnerable Island States and Least Developed Countries since COP21, and the promotion of fossil fuels by for instance the USA seem to go against this statement.",2018-12-16T00:50:55Z,https://eartharxiv.org/5v32e/,5v32e,acct:jsk@hypothes.is,pTyDQgDMEemVh5-wA6miJg,https://hypothes.is/api/annotations/pTyDQgDMEemVh5-wA6miJg,https://hypothes.is/a/pTyDQgDMEemVh5-wA6miJg,https://hyp.is/pTyDQgDMEemVh5-wA6miJg/eartharxiv.org/5v32e/
2018-11-29T20:42:09Z,"Hi Gerra. Terima kasih sudah menggunakan layanan INArxiv. 
 
Ini tugas kuliah? Bagus. Pada kesempatan berikutnya, bisakah ditambahkan ada studi kasus. ",2018-11-29T20:42:09Z,https://osf.io/preprints/inarxiv/du6fp/,du6fp,acct:dasaptaerwin@hypothes.is,Pko6GvQXEeitCRPJJPVxNw,https://hypothes.is/api/annotations/Pko6GvQXEeitCRPJJPVxNw,https://hypothes.is/a/Pko6GvQXEeitCRPJJPVxNw,https://hyp.is/Pko6GvQXEeitCRPJJPVxNw/osf.io/preprints/inarxiv/du6fp/
2018-11-14T00:33:29Z,"My first online comments on a preprint !
I highlighted only negative points (sorry) ",2018-11-14T00:33:29Z,https://osf.io/preprints/sportrxiv/ms2u7,ms2u7,acct:paquito@hypothes.is,6KEgFuekEeimlwfJGfI6fQ,https://hypothes.is/api/annotations/6KEgFuekEeimlwfJGfI6fQ,https://hypothes.is/a/6KEgFuekEeimlwfJGfI6fQ,https://hyp.is/6KEgFuekEeimlwfJGfI6fQ/osf.io/preprints/sportrxiv/ms2u7
2018-11-14T00:31:06Z,"Sorry, but I can't consider your findings because major confounding factors are missing (e.g., smoking alcool, BMI, chronic diseases, history of MDD and medication)",2018-11-14T00:31:06Z,https://osf.io/preprints/sportrxiv/ms2u7,ms2u7,acct:paquito@hypothes.is,k4U-POekEeizsIsYL2PJZA,https://hypothes.is/api/annotations/k4U-POekEeizsIsYL2PJZA,https://hypothes.is/a/k4U-POekEeizsIsYL2PJZA,https://hyp.is/k4U-POekEeizsIsYL2PJZA/osf.io/preprints/sportrxiv/ms2u7
2018-11-14T00:26:58Z,"What was the sampling strategy ? It could modify your stat analysis strategy ( e.g., adding a country level in MLM)",2018-11-14T00:26:58Z,https://osf.io/preprints/sportrxiv/ms2u7,ms2u7,acct:paquito@hypothes.is,_ydKbuejEeiyrYfsxQEdrA,https://hypothes.is/api/annotations/_ydKbuejEeiyrYfsxQEdrA,https://hypothes.is/a/_ydKbuejEeiyrYfsxQEdrA,https://hyp.is/_ydKbuejEeiyrYfsxQEdrA/osf.io/preprints/sportrxiv/ms2u7
2018-11-14T00:25:13Z,"Again, this very high rate should be discussed.",2018-11-14T00:25:13Z,https://osf.io/preprints/sportrxiv/ms2u7,ms2u7,acct:paquito@hypothes.is,wN7jtuejEeimlSNHLipgqg,https://hypothes.is/api/annotations/wN7jtuejEeimlSNHLipgqg,https://hypothes.is/a/wN7jtuejEeimlSNHLipgqg,https://hyp.is/wN7jtuejEeimlSNHLipgqg/osf.io/preprints/sportrxiv/ms2u7
2018-11-14T00:24:16Z,2.3 (2.2) /12. It is very very low. Could you compare this findings with other (European) survey in Discussion ?,2018-11-14T00:24:16Z,https://osf.io/preprints/sportrxiv/ms2u7,ms2u7,acct:paquito@hypothes.is,nwSj3uejEeicvX8dCpShGg,https://hypothes.is/api/annotations/nwSj3uejEeicvX8dCpShGg,https://hypothes.is/a/nwSj3uejEeicvX8dCpShGg,https://hyp.is/nwSj3uejEeicvX8dCpShGg/osf.io/preprints/sportrxiv/ms2u7
2018-11-14T00:19:53Z,"it is not clear for me. Why did you use squared wave ?
",2018-11-14T00:19:53Z,https://osf.io/preprints/sportrxiv/ms2u7,ms2u7,acct:paquito@hypothes.is,Aj2EJuejEei831NOWqXYEA,https://hypothes.is/api/annotations/Aj2EJuejEei831NOWqXYEA,https://hypothes.is/a/Aj2EJuejEei831NOWqXYEA,https://hyp.is/Aj2EJuejEei831NOWqXYEA/osf.io/preprints/sportrxiv/ms2u7
2018-11-14T00:17:48Z,"I am not a specialist, but it is not really clear for me",2018-11-14T00:17:48Z,https://osf.io/preprints/sportrxiv/ms2u7,ms2u7,acct:paquito@hypothes.is,t6_VbOeiEeiJtyOg7BBDSg,https://hypothes.is/api/annotations/t6_VbOeiEeiJtyOg7BBDSg,https://hypothes.is/a/t6_VbOeiEeiJtyOg7BBDSg,https://hyp.is/t6_VbOeiEeiJtyOg7BBDSg/osf.io/preprints/sportrxiv/ms2u7
2018-11-14T00:16:59Z,A good idea,2018-11-14T00:16:59Z,https://osf.io/preprints/sportrxiv/ms2u7,ms2u7,acct:paquito@hypothes.is,mnx_pOeiEei7QT_r5JmUug,https://hypothes.is/api/annotations/mnx_pOeiEei7QT_r5JmUug,https://hypothes.is/a/mnx_pOeiEei7QT_r5JmUug,https://hyp.is/mnx_pOeiEei7QT_r5JmUug/osf.io/preprints/sportrxiv/ms2u7
2018-11-14T00:15:32Z,"it is a ""crude"" PA assessment. Maybe in supplementary file, you can present the answers distribution.
Again, you should use ""self-reported PA"" in Results and Discussion section",2018-11-14T00:15:32Z,https://osf.io/preprints/sportrxiv/ms2u7,ms2u7,acct:paquito@hypothes.is,ZoS0tOeiEei4N2erTS0RTw,https://hypothes.is/api/annotations/ZoS0tOeiEei4N2erTS0RTw,https://hypothes.is/a/ZoS0tOeiEei4N2erTS0RTw,https://hyp.is/ZoS0tOeiEei4N2erTS0RTw/osf.io/preprints/sportrxiv/ms2u7
2018-11-14T00:13:03Z,"You could provide more details about this scale: associations with well-known questionnaires (CESD, BDI, Geriaretic Depression Scale ...), populations, longitudinal associations with MDD, cultural validity and ""recall period"" (week, month year ?)",2018-11-14T00:13:03Z,https://osf.io/preprints/sportrxiv/ms2u7,ms2u7,acct:paquito@hypothes.is,DbuHDueiEeieoHu3prbJ1g,https://hypothes.is/api/annotations/DbuHDueiEeieoHu3prbJ1g,https://hypothes.is/a/DbuHDueiEeieoHu3prbJ1g,https://hyp.is/DbuHDueiEeieoHu3prbJ1g/osf.io/preprints/sportrxiv/ms2u7
2018-11-14T00:06:49Z,Please provide more details about this NA management strategy,2018-11-14T00:06:49Z,https://osf.io/preprints/sportrxiv/ms2u7,ms2u7,acct:paquito@hypothes.is,LsmDZuehEeiChJv8Nbih0w,https://hypothes.is/api/annotations/LsmDZuehEeiChJv8Nbih0w,https://hypothes.is/a/LsmDZuehEeiChJv8Nbih0w,https://hyp.is/LsmDZuehEeiChJv8Nbih0w/osf.io/preprints/sportrxiv/ms2u7
